Material_Name,Source_File,LABORATORY,TEST IDENT,OPERATOR,MATERIAL,ORIENTATION,HEAT FLUX,SURF AREA,C FACTOR,SPEC HOLDER DIFF,SPECIMEN MASS,SCAN TIME,O2 DELAY TIME,CO DELAY TIME,CO2 DELAY TIME,FLOW FACTOR,SCAN COUNT,TIME TO IGN,END OF TEST SCAN,END OF TEST TIME,TEST STATUS,PRE TEST CMT,POST TEST CMT,,POST TEST CMT
Excelsior,Excelsior_Cone_HF35Scalar_181018_R1.csv,FSRI,BC_E1,Dow,Boot Camp Excelsior,Horizontal,35,0.01,0.039994225,365.8200073,12,0.25,11,11,8,1,1142,18.75,662,165.5,1,,,,
Excelsior,Excelsior_Cone_HF35Scalar_181018_R2.csv,FSRI,BC_E2,Dow,Boot Camp Excelsior,Horizontal,35,0.01,0.039477997,364.6900024,14.17000008,0.25,11,11,8,1,1147,20.25,667,166.75,1,,,,
Excelsior,Excelsior_Cone_HF35Scalar_181019_R3.csv,FSRI,BC-E3,Dow,Boot Camp Excelsior,Horizontal,35,0.01,0.038219981,352.5200195,17.54999924,0.25,11,11,8,1,1028,20.5,548,137,1,,,,
FDNY_LDF,FDNY_LDF_Cone_HF25Scalar_220909_R1.csv,FSRI,FDNY_LDF_HF25_R1,Dow,FDNY Low Density Fiberboard,Horizontal,25,0.009999999776,0.04248954728,-566,26.64999962,0.25,11,11,8,1,2074,39,1594,398.5,1,Dimensions: 99.09 x 99.14 x 12.13 mm,Sample warped at end of test forming an arched shape. See test pictures.,,
FDNY_LDF,FDNY_LDF_Cone_HF25Scalar_220909_R2.csv,FSRI,FDNY_LDF_HF25_R2,Dow,FDNY Low Density Fiberboard,Horizontal,25,0.009999999776,0.04248954728,-566,26.22999954,0.25,11,11,8,1,2159,35.75,1679,419.75,1,Dimensions: 99.28 x 98.95 x 12.04 mm; with tie wires,,,
FDNY_LDF,FDNY_LDF_Cone_HF25Scalar_220909_R3.csv,FSRI,FDNY_LDF_HF25_R3,Dow,FDNY Low Density Fiberboard,Horizontal,25,0.009999999776,0.04151358828,-566,27.03000069,0.25,11,11,8,1,2240,37.75,1760,440,1,Dimensions: 99.20 x 99.24 x 11.96 mm; with tie wires,,,
FDNY_LDF,FDNY_LDF_Cone_HF25Scalar_220913_R4.csv,FSRI,FDNY_LDF_HF25_R4,Dow,FDNY Low Density Fiberboard,Horizontal,25,0.009999999776,0.04151358828,-566,26.89999962,0.25,11,11,8,1,2296,37.5,1816,454,1,Dimensions: 99.20 x 98.92 x 12.14 mm; with tie wires,,,
FDNY_LDF,FDNY_LDF_Cone_HF50Scalar_220913_R1.csv,FSRI,FDNY_LDF_HF50_R1,Dow,FDNY Low Density Fiberboard,Horizontal,50,0.009999999776,0.04151358828,-566,26.95000076,0.25,11,11,8,1,2012,6.25,1532,383,1,Dimensions: 99.10 x 99.23 x 12.14 mm; with tie wires,Exposed area of sample shrank. See post test pictures.,,
FDNY_LDF,FDNY_LDF_Cone_HF50Scalar_220913_R2.csv,FSRI,FDNY_LDF_HF50_R2,Dow,FDNY Low Density Fiberboard,Horizontal,50,0.009999999776,0.04151358828,-566,27.07999992,0.25,11,11,8,1,1903,5.5,1423,355.75,1,Dimensions: 99.09 x 99.25 x 12.01 mm; with tie wires,Sample shrank. See post test pictures.,,
FDNY_LDF,FDNY_LDF_Cone_HF50Scalar_220913_R3.csv,FSRI,FDNY_LDF_HF50_R3,Dow,FDNY Low Density Fiberboard,Horizontal,50,0.009999999776,0.04151358828,-566,26.67000008,0.25,11,11,8,1,2192,6,1712,428,1,Dimensions: 99.23 x 99.16 x 11.98 mm; with tie wires,Sample shrank. See post test pictures.,,
FDNY_LDF,FDNY_LDF_Cone_HF75Scalar_220913_R1.csv,FSRI,FDNY_LDF_HF75_R1,Dow,FDNY Low Density Fiberboard,Horizontal,75,0.009999999776,0.04151358828,-566,26.43000031,0.25,11,11,8,1,1273,2.75,793,198.25,1,Dimensions: 98.87 x 99.21 x 12.07 mm; with tie wires,Sample shrank. See post test pictures.,,
FDNY_LDF,FDNY_LDF_Cone_HF75Scalar_220913_R2.csv,FSRI,FDNY_LDF_HF75_R2,Dow,FDNY Low Density Fiberboard,Horizontal,75,0.009999999776,0.04151358828,-566,26.39999962,0.25,11,11,8,1,1228,2.5,748,187,1,Dimensions: 98.86 x 99.25 x 12.07 mm; with tie wires,Sample shrank. See post test pictures.,,
FDNY_LDF,FDNY_LDF_Cone_HF75Scalar_220913_R3.csv,FSRI,FDNY_LDF_HF75_R3,Dow,FDNY Low Density Fiberboard,Horizontal,75,0.009999999776,0.04151358828,-566,26.59000015,0.25,11,11,8,1,1233,3,753,188.25,1,Dimensions: 99.09 x 99.28 x 12.11 mm; with tie wires,Sample shrank. See post test pictures.,,
FRP_Panel,FRP_Panel_Cone_HF25Scalar_220919_R1.csv,FSRI,FRP_Panel_HF25_1,Dow,Fiber reinforced plastic panel,Horizontal,25,0.009999999776,0.0402600579,-566,32.59000015,0.25,11,11,8,1,1214,80,734,183.5,1,Dimensions: 102.22 x 102.50 x 2.00 mm,,,
FRP_Panel,FRP_Panel_Cone_HF25Scalar_220919_R2.csv,FSRI,FRP_Panel_HF25_2,Dow,Fiber reinforced plastic panel,Horizontal,25,0.009999999776,0.0402600579,-566,31.69000053,0.25,11,11,8,1,1195,79.75,715,178.75,1,Dimensions: 101.95 x 102.56 x 2.00 mm,,,
FRP_Panel,FRP_Panel_Cone_HF25Scalar_220919_R3.csv,FSRI,FRP_Panel_HF25_3,Dow,Fiber reinforced plastic panel,Horizontal,25,0.009999999776,0.0402600579,-566,33.04999924,0.25,11,11,8,1,1213,80.75,733,183.25,1,Dimensions: 101.94 x 102.50 x 2.07 mm,,,
FRP_Panel,FRP_Panel_Cone_HF50Scalar_220915_R1.csv,FSRI,FRP_Panel_HF50_1,Dow,Fiber Reinforced Plastic Panel,Horizontal,50,0.009999999776,0.04218441993,-566,33.56000137,0.25,11,11,8,1,983,29.75,503,125.75,1,Dimensions: 101.89 x 102.50 x 2.07 mm; with calcium silicate substrate,,,
FRP_Panel,FRP_Panel_Cone_HF50Scalar_220919_R2.csv,FSRI,FRP_Panel_HF50_2,Dow,Fiber reinforced plastic panel,Horizontal,50,0.009999999776,0.0402600579,-566,34.81000137,0.25,11,11,8,1,1299,32.5,819,204.75,1,Dimensions: 102.28 x 101.91 x 2.20 mm,,,
FRP_Panel,FRP_Panel_Cone_HF50Scalar_220919_R3.csv,FSRI,FRP_Panel_HF50_3,Dow,Fiber reinforced plastic panel,Horizontal,50,0.009999999776,0.0402600579,-566,32.36999893,0.25,11,11,8,1,939,31.5,459,114.75,1,Dimensions: 102.36 x 101.79 x 2.12 mm,,,
FRP_Panel,FRP_Panel_Cone_HF50Scalar_220919_R4.csv,FSRI,FRP_Panel_HF50_4,Dow,Fiber reinforced plastic panel,Horizontal,50,0.009999999776,0.0402600579,-566,33.25,0.25,11,11,8,1,1190,30.5,710,177.5,1,Dimensions: 102.12 x 102.52 x 2.09 mm,,,
FRP_Panel,FRP_Panel_Cone_HF75Scalar_220919_R1.csv,FSRI,FRP_Panel_HF75_1,Dow,Fiber reinforced plastic panel,Horizontal,75,0.009999999776,0.0402600579,-566,33.02000046,0.25,11,11,8,1,812,17.75,332,83,1,Dimensions: 102.62 x 102.52 x 1.96 mm,,,
FRP_Panel,FRP_Panel_Cone_HF75Scalar_220919_R2.csv,FSRI,FRP_Panel_HF75_2,Dow,Fiber reinforced plastic panel,Horizontal,75,0.009999999776,0.0402600579,-566,31.77000046,0.25,11,11,8,1,788,17,308,77,1,Dimensions: 102.23 x 102.37 x 2.02 mm,,,
FRP_Panel,FRP_Panel_Cone_HF75Scalar_220919_R3.csv,FSRI,FRP_Panel_HF75_3,Dow,Fiber reinforced plastic panel,Horizontal,75,0.009999999776,0.0402600579,-566,32.61000061,0.25,11,11,8,1,800,18.25,320,80,1,Dimensions: 102.45 x 102.31 x 2.03 mm,,,
Face_Shield,Face_Shield_Cone_HF100-FrameScalar_201103_R1.csv,FSRI,FaceShield_HF100_1,Dow,Phoenix Arizona Face Shield,Horizontal,100,0.009999999776,0.0377677083,332.6699829,55.22000122,0.25,11,11,8,1,755,23.25,275,68.75,1,,Sample removed 10 seconds after ignition,,
Face_Shield,Face_Shield_Cone_HF50-FrameScalar_201103_R1.csv,FSRI,FaceShield_HF50_1,Dow,Phoenix Arizona Face Shield,Horizontal,50,0.009999999776,0.0377677083,336.6199951,56.65999985,0.25,11,11,8,1,935,85,455,113.75,1,,Sample removed about 13 seconds after igntion,,
Face_Shield,Face_Shield_Cone_HF75-Frame+GridScalar_201103_R1.csv,FSRI,FaceSheild_HF75_1,Dow,Phoenix Arizona Face Shield,Horizontal,75,0.009999999776,0.0377677083,378.5100098,57.25999832,0.25,11,11,8,1,722,47.5,242,60.5,1,,Sample was removed 10s after ignition and test was ended.,,
Feather_Pillow_Feathers,Feather_Pillow_Feathers_Cone_HF25Scalar_230710_R1.csv,FSRI,Fea_Pill_Fea_HF25_R1,Marino,Feather Pillow Feathers,Horizontal,25,0.009999999776,0.03833641857,-566,5.389999866,0.25,11,11,8,1,638,4,158,39.5,1,5 cm depth tray filled without compression,Sample may be been ingited directly by spark ingiter contact. Unclear though due to rapid ignition. Sample shrank and charred. Charred mass left bubbled.,,
Feather_Pillow_Feathers,Feather_Pillow_Feathers_Cone_HF25Scalar_230710_R2.csv,FSRI,Fea_Pill_Fea_HF25_R2,Marino,Feather Pillow Feathers,Horizontal,25,0.009999999776,0.03833641857,-566,5.349999905,0.25,11,11,8,1,1475,0,995,248.75,1,5 cm depth tray filled without compression,Sample did not ignite. Sample shrank and charred. Leftover charred mass bubbled.,,
Feather_Pillow_Feathers,Feather_Pillow_Feathers_Cone_HF25Scalar_230710_R3.csv,FSRI,Fea_Pill_Fea_HF25_R3,Marino,Feather Pillow Feathers,Horizontal,25,0.009999999776,0.03833641857,-566,5.380000114,0.25,11,11,8,1,1202,0,722,180.5,1,5 cm depth tray filled without compression,Sample did not ignite. Sample shrank and charred. Leftover charred mass bubbled.,,
Feather_Pillow_Feathers,Feather_Pillow_Feathers_Cone_HF25Scalar_230710_R4.csv,FSRI,Fea_Pill_Fea_HF25_R4,Marino,Feather Pillow Feathers,Horizontal,25,0.009999999776,0.03833641857,-566,5.380000114,0.25,11,11,8,1,1315,0,835,208.75,1,5 cm depth tray filled without compression,Sample did not ignite. Sample shrank and charred. Leftover charred mass bubbled.,,
Feather_Pillow_Feathers,Feather_Pillow_Feathers_Cone_HF50Scalar_230710_R1.csv,FSRI,Fea_Pill_Fea_HF50_R1,Marino,Feather Pillow Feathers,Horizontal,50,0.009999999776,0.03833641857,-566,5.349999905,0.25,11,11,8,1,601,3.25,121,30.25,1,5 cm depth tray filled without compression,Sample charred and bubbled. Corners of sample foil lifted after flames were extinguished.,,
Feather_Pillow_Feathers,Feather_Pillow_Feathers_Cone_HF50Scalar_230710_R2.csv,FSRI,Fea_Pill_Fea_HF50_R2,Marino,Feather Pillow Feathers,Horizontal,50,0.009999999776,0.03833641857,-566,5.389999866,0.25,11,11,8,1,597,4.75,117,29.25,1,5 cm depth tray filled without compression,Sample charred and bubbled. Corners of sample foil lifted after flames were extinguished.,,
Feather_Pillow_Feathers,Feather_Pillow_Feathers_Cone_HF50Scalar_230710_R3.csv,FSRI,Fea_Pill_Fea_HF50_R3,Marino,Feather Pillow Feathers,Horizontal,50,0.009999999776,0.03833641857,-566,5.369999886,0.25,11,11,8,1,595,8.25,115,28.75,1,5 cm depth tray filled without compression,Sample charred and bubbled. Corners of sample foil lifted after flames were extinguished.,,
Feather_Pillow_Feathers,Feather_Pillow_Feathers_Cone_HF75Scalar_230710_R1.csv,FSRI,Fea_Pill_Fea_HF75_R1,Marino,Feather Pillow Feathers,Horizontal,75,0.009999999776,0.03833641857,-566,5.380000114,0.25,11,11,8,1,556,1.75,76,19,1,5 cm depth tray filled without compression,Sample ignited almost instantly after shutter was moved. Sample charred and bubbled. Corners of sample foil lifted after flames were extinguished.,,
Feather_Pillow_Feathers,Feather_Pillow_Feathers_Cone_HF75Scalar_230710_R2.csv,FSRI,Fea_Pill_Fea_HF75_R2,Marino,Feather Pillow Feathers,Horizontal,75,0.009999999776,0.03833641857,-566,5.389999866,0.25,11,11,8,1,571,1.75,91,22.75,1,5 cm depth tray filled without compression,Sample ignited almost instantly after shutter was moved. Sample charred and bubbled. Corners of sample foil lifted after flames were extinguished.,,
Feather_Pillow_Feathers,Feather_Pillow_Feathers_Cone_HF75Scalar_230710_R3.csv,FSRI,Fea_Pill_Fea_HF75_R3,Marino,Feather Pillow Feathers,Horizontal,75,0.009999999776,0.03833641857,-566,5.369999886,0.25,11,11,8,1,574,1.75,94,23.5,1,5 cm depth tray filled without compression,Sample ignited almost instantly after shutter was moved. Sample charred and bubbled. Corners of sample foil lifted after flames were extinguished.,,
Fiberglass_Insulation_R13_Paper_Faced,Fiberglass_Insulation_R13_Paper_Faced_Cone_HF25Scalar_220429_R1.csv,FSRI,R13Insulation_HF25_1,Dow,R13 Fiberglass Insulation (pink),Horizontal,25,0.009999999776,0.04112230614,-566,6.289999962,0.25,11,11,8,1,7716,0,7236,1809,1,Dimensions: 98.7 x 98.2 x 31.4 mm,No ignition. Test ended after 30 minutes.,,
Fiberglass_Insulation_R13_Paper_Faced,Fiberglass_Insulation_R13_Paper_Faced_Cone_HF25Scalar_220429_R2.csv,FSRI,R13Insulation_HF25_2,Dow,R13 Fiberglass Insulation (pink),Horizontal,25,0.009999999776,0.04112230614,-566,6.099999905,0.25,11,11,8,1,2885,0,2405,601.25,1,Dimensions: 99.3 x 100.1 x 29.9 mm,No ignition. Test ended after 10 minutes. No mass loss after 10 minutes in replicate R1.,,
Fiberglass_Insulation_R13_Paper_Faced,Fiberglass_Insulation_R13_Paper_Faced_Cone_HF25Scalar_220429_R3.csv,FSRI,R13Insulation_HF25_3,Dow,R13 Fiberglass Insulation (pink),Horizontal,25,0.009999999776,0.04112230614,-566,7.340000153,0.25,11,11,8,1,2885,0,2405,601.25,1,Dimensions: 99.2 x 99.6 x 31.4 mm,No ignition. Test ended after 10 minutes. No mass loss after 10 minutes in replicate R1.,,
Fiberglass_Insulation_R13_Paper_Faced,Fiberglass_Insulation_R13_Paper_Faced_Cone_HF50Scalar_220429_R1.csv,FSRI,R13Insulation_HF50_1,Dow,R13 Fiberglass Insulation (pink),Horizontal,25,0.009999999776,0.04154763371,-566,6.099999905,0.25,11,11,8,1,7775,0,7295,1823.75,1,Dimensions: 99.1 x 99.5 x 30.1 mm,No ignition. Test ended after 30 minutes.,,
Fiberglass_Insulation_R13_Paper_Faced,Fiberglass_Insulation_R13_Paper_Faced_Cone_HF50Scalar_220429_R2.csv,FSRI,R13Insulation_HF50_2,Dow,R13 Fiberglass Insulation (pink),Horizontal,50,0.009999999776,0.0417509228,-566,7.400000095,0.25,11,11,8,1,3151,0,2671,667.75,1,Dimensions: 99.2 x 98.3 x 32.2 mm,No ignition. Test ended after 10 minutes. No mass loss after 10 minutes in replicate R1.,,
Fiberglass_Insulation_R13_Paper_Faced,Fiberglass_Insulation_R13_Paper_Faced_Cone_HF50Scalar_220429_R3.csv,FSRI,R13Insulation_HF50_3,Dow,R13 Fiberglass Insulation (pink),Horizontal,50,0.009999999776,0.04142677411,-566,6.230000019,0.25,11,11,8,1,2886,0,2406,601.5,1,Dimensions: 97.1 x 97.2 x 30.7 mm,No ignition. Test ended after 10 minutes. No mass loss after 10 minutes in replicate R1.,,
Fiberglass_Insulation_R13_Paper_Faced,Fiberglass_Insulation_R13_Paper_Faced_Cone_HF75Scalar_220429_R1.csv,FSRI,R13Insulation_HF75_1,Dow,R13 Fiberglass Insulation (pink),Horizontal,75,0.009999999776,0.04142677411,-566,5.650000095,0.25,11,11,8,1,7686,0,7206,1801.5,1,Dimensions: 99.3 x 98.2 x 24.2 mm,Sample gradually shrivelled throughout the test (see post test pictures).No ignition. Test ended after 30 minutes.,,
Fiberglass_Insulation_R13_Paper_Faced,Fiberglass_Insulation_R13_Paper_Faced_Cone_HF75Scalar_220429_R2.csv,FSRI,R13Insulation_HF75_2,Dow,R13 Fiberglass Insulation (pink),Horizontal,75,0.009999999776,0.04142677411,-566,7.159999847,0.25,11,11,8,1,2906,0,2426,606.5,1,Dimensions: 99.6 x 100.1 x 30.4 mm,"Sample gradually shrivelled throughout the test (see post test pictures). No ignition. Test ended after 10 minutes. No mass loss after 10 minutes in replicate R1. 
",,
Fiberglass_Insulation_R13_Paper_Faced,Fiberglass_Insulation_R13_Paper_Faced_Cone_HF75Scalar_220429_R3.csv,FSRI,R13Insulation_HF75_3,Dow,R13 Fiberglass Insulation (pink),Horizontal,75,0.009999999776,0.04142677411,-566,5.489999771,0.25,11,11,8,1,2887,0,2407,601.75,1,Dimensions: 99.4 x 99.4 x 23.1 mm,Sample gradually shrivelled throughout the test (see post test pictures). No ignition. Test ended after 10 minutes. No mass loss after 10 minutes in replicate R1.,,
Fiberglass_Insulation_R30,R30_Fiberglass_Insulation_Cone_HF25Scalar_220502_R1.csv,FSRI,R30Insulation_HF25_1,Dow,R30 Fiberglass Insulation,Horizontal,25,0.009999999776,0.04112230614,-566,3,0.25,11,11,8,1,7798,0,7318,1829.5,1,Dimensions: 97 x 101 x 45 mm,No ignition. Test ended after 30 minutes.,,
Fiberglass_Insulation_R30,R30_Fiberglass_Insulation_Cone_HF25Scalar_220502_R2.csv,FSRI,R30Insulation_HF25_2,Dow,R30 Fiberglass Insulation,Horizontal,25,0.009999999776,0.04112230614,-566,5.550000191,0.25,11,11,8,1,2885,0,2405,601.25,1,Dimensions: 108 x 105 x 40 mm,No ignition. Test ended after 10 minutes. No mass loss after 10 minutes in replicate R1.,,
Fiberglass_Insulation_R30,R30_Fiberglass_Insulation_Cone_HF25Scalar_220502_R3.csv,FSRI,R30Insulation_HF25_3,Dow,R30 Fiberglass Insulation,Horizontal,25,0.009999999776,0.0417509228,-566,5.119999886,0.25,11,11,8,1,2885,0,2405,601.25,1,Dimensions: 106 x 105 x 53 mm,No ignition. Test ended after 10 minutes. No mass loss after 10 minutes in replicate R1.,,
Fiberglass_Insulation_R30,R30_Fiberglass_Insulation_Cone_HF50Scalar_220503_R1.csv,FSRI,R30Insulation_HF50_1,Dow,R30 Fiberglass Insulation,Horizontal,50,0.009999999776,0.0417509228,-566,4.199999809,0.25,11,11,8,1,8167,0,7687,1921.75,1,Dimensions: 108 x 99 x 51 mm,No ignition. Test ended after 30 minutes.,,
Fiberglass_Insulation_R30,R30_Fiberglass_Insulation_Cone_HF50Scalar_220503_R2.csv,FSRI,R30Insulation_HF50_2,Dow,R30 Fiberglass Insulation,Horizontal,50,0.009999999776,0.0417509228,-566,4.28000021,0.25,11,11,8,1,2887,0,2407,601.75,1,Dimensions: 109 x 99 x 50 mm,No ignition. Test ended after 10 minutes. No mass loss after 10 minutes in replicate R1.,,
Fiberglass_Insulation_R30,R30_Fiberglass_Insulation_Cone_HF50Scalar_220503_R3.csv,FSRI,R30Insulation_HF50_3,Dow,R30 Fiberglass Insulation,Horizontal,50,0.009999999776,0.0417509228,-566,6.059999943,0.25,11,11,8,1,2883,0,2403,600.75,1,Dimensions: 101 x 112 x 54 mm,No ignition. Test ended after 10 minutes. No mass loss after 10 minutes in replicate R1.,,
Fiberglass_Insulation_R30,R30_Fiberglass_Insulation_Cone_HF75Scalar_220503_R1.csv,FSRI,R30Insulation_HF75_1,Dow,R30 Fiberglass Insulation,Horizontal,75,0.009999999776,0.0417509228,-566,4.389999866,0.25,11,11,8,1,7685,0,7205,1801.25,1,Dimensions: 110 x 100 x 54 mm,Within the first minute of exposure the sample shriveled significantly (see post test pictures).No ignition. Test ended after 30 minutes.,,
Fiberglass_Insulation_R30,R30_Fiberglass_Insulation_Cone_HF75Scalar_220503_R2.csv,FSRI,R30Insulation_HF75_2,Dow,R30 Fiberglass Insulation,Horizontal,75,0.009999999776,0.0417509228,-566,6.28000021,0.25,11,11,8,1,2885,0,2405,601.25,1,Dimensions: 105 x 97  x 61 mm,Within the first minute of exposure the sample shriveled significantly (see post test pictures). No ignition. Test ended after 10 minutes. No mass loss after 10 minutes in replicate R1.,,
Fiberglass_Insulation_R30,R30_Fiberglass_Insulation_Cone_HF75Scalar_220503_R3.csv,FSRI,R30Insulation_HF75_3,Dow,R30 Fiberglass Insulation,Horizontal,75,0.009999999776,0.0417509228,-566,4.380000114,0.25,11,11,8,1,2884,0,2404,601,1,Dimensions: 100 x 97 x 51 mm,Within the first minute of exposure the sample shriveled significantly (see post test pictures). No ignition. Test ended after 10 minutes. No mass loss after 10 minutes in replicate R1.,,
Fiberglass_Insulation_R30_Paper_Faced,Fiberglass_Insulation_R30_Paper_Faced_Cone_HF25Scalar_220506_R1.csv,FSRI,Insulation3_HF25_1,Dow,fiberglass insulation 3 (saint gobain),Horizontal,25,0.00884,0.04208800942,-566,8.68999958,0.25,11,11,8,1,541,8.5,61,15.25,1,Dimensions: 106 x 105 x 41 mm; with frame compressed to about 40 mm,,,
Fiberglass_Insulation_R30_Paper_Faced,Fiberglass_Insulation_R30_Paper_Faced_Cone_HF25Scalar_220506_R2.csv,FSRI,Insulation3_HF25_2,Dow,fiberglass insulation 3 (saint gobain),Horizontal,25,0.009999999776,0.04208800942,-566,7.800000191,0.25,11,11,8,1,541,7.25,61,15.25,1,Dimensions: 100 x 102 x 46 mm; with frame compressed to about 40 mm,,,
Fiberglass_Insulation_R30_Paper_Faced,Fiberglass_Insulation_R30_Paper_Faced_Cone_HF25Scalar_220506_R3.csv,FSRI,Insulation3_HF25_3,Dow,fiberglass insulation 3 (saint gobain),Horizontal,25,0.009999999776,0.04208800942,-566,7.699999809,0.25,11,11,8,1,554,7.25,74,18.5,1,Dimensions: 98 x 99 x 46 mm; with frame compressed to about 40 mm,,,
Fiberglass_Insulation_R30_Paper_Faced,Fiberglass_Insulation_R30_Paper_Faced_Cone_HF50Scalar_220509_R1.csv,FSRI,Insulation3_HF50_1,Dow,fiberglass insulation 3 (saint gobain),Horizontal,50,0.009999999776,0.04208800942,-566,7.28000021,0.25,11,11,8,1,538,2.75,58,14.5,1,Dimensions: 100 x 98 x 56 mm; with frame compressed to about 40 mm,After ignition the paper layer lifts away from the insulation.,,
Fiberglass_Insulation_R30_Paper_Faced,Fiberglass_Insulation_R30_Paper_Faced_Cone_HF50Scalar_220509_R2.csv,FSRI,Insulation3_HF50_2,Dow,fiberglass insulation 3 (saint gobain),Horizontal,50,0.009999999776,0.04208800942,-566,8.880000114,0.25,11,11,8,1,523,2,43,10.75,1,Dimensions:103 x 98 x 49 mm; with frame compressed to about 40 mm,,,
Fiberglass_Insulation_R30_Paper_Faced,Fiberglass_Insulation_R30_Paper_Faced_Cone_HF50Scalar_220509_R3.csv,FSRI,Insulation3_HF50_3,Dow,fiberglass insulation 3 (saint gobain),Horizontal,50,0.009999999776,0.04208800942,-566,6.820000172,0.25,11,11,8,1,526,1.75,46,11.5,1,Dimensions: 100 x 95 x 56 mm; with frame compressed to about 40 mm,,,
Fiberglass_Insulation_R30_Paper_Faced,Fiberglass_Insulation_R30_Paper_Faced_Cone_HF75Scalar_220509_R1.csv,FSRI,Insulation3_HF75_1,Dow,fiberglass insulation 3 (saint gobain),Horizontal,75,0.009999999776,0.04208800942,-566,9.289999962,0.25,11,11,8,1,546,1.25,66,16.5,1,Dimensions: 101 x 97 x 50 mm; with frame compressed to about 40 mm,,,
Fiberglass_Insulation_R30_Paper_Faced,Fiberglass_Insulation_R30_Paper_Faced_Cone_HF75Scalar_220509_R2.csv,FSRI,Insulation3_HF75_2,Dow,fiberglass insulation 3 (saint gobain),Horizontal,75,0.009999999776,0.04208800942,-566,6.579999924,0.25,11,11,8,1,515,1.5,35,8.75,1,Dimensions: 103 x 102 x 50 mm; with frame compressed to about 40 mm,,,
Fiberglass_Insulation_R30_Paper_Faced,Fiberglass_Insulation_R30_Paper_Faced_Cone_HF75Scalar_220509_R3.csv,FSRI,Insulation3_HF75_3,Dow,fiberglass insulation 3 (saint gobain),Horizontal,75,0.009999999776,0.04208800942,-566,9.180000305,0.25,11,11,8,1,608,1.5,128,32,1,Dimensions: 98 x 108 x 54 mm; with frame compressed to about 40 mm,,,
Gypsum_Wallboard,Gypsum_Wallboard_Cone_HF25Scalar_220510_R1.csv,FSRI,Standard_Gypsum_25_1,Dow,Standard Gypsum,Horizontal,25,0.009999999776,0.04185835272,-566,85.69999695,0.25,11,11,8,1,5287,0,4807,1201.75,1,Dimensions: 102.40 x 103.80 x 12.70 mm,"The gypsum paper turned a dark color before shriveling and curling upwards. As it curled, the paper turned a glowing orange color, however there was no ignition. Test ended after 20 minutes.",,
Gypsum_Wallboard,Gypsum_Wallboard_Cone_HF25Scalar_220510_R2.csv,FSRI,Standard_Gypsum_25_2,Dow,Standard Gypsum,Horizontal,25,0.009999999776,0.04185835272,-566,78.09999847,0.25,11,11,8,1,2883,0,2403,600.75,1,Dimensions: 102.79 x 103.58 x 12.73 mm,"The gypsum paper turned a dark color before shriveling and curling upwards. As it curled, the paper turned a glowing orange color, however there was no ignition. Test ended after 10 minutes. ",,
Gypsum_Wallboard,Gypsum_Wallboard_Cone_HF25Scalar_220510_R3.csv,FSRI,Standard_Gypsum_25_3,Dow,Standard Gypsum,Horizontal,25,0.009999999776,0.04185835272,-566,80.38999939,0.25,11,11,8,1,2882,0,2402,600.5,1,Dimensions: 101.36 x 102.77 x 12.77 mm,"The gypsum paper turned a dark color before shriveling and curling upwards. As it curled, the paper turned a glowing orange color, however there was no ignition. Test ended after 10 minutes.",,
Gypsum_Wallboard,Gypsum_Wallboard_Cone_HF50Scalar_220511_R1.csv,FSRI,Standard_Gypsum_50_1,Dow,Standard Gypsum,Horizontal,50,0.009999999776,0.04185835272,-566,79.05999756,0.25,11,11,8,1,722,44.75,242,60.5,1,Dimensions: 101.90 x 103.58 x 12.69 mm,"The gypsum paper continued to have a glowing orange color after the flame self-extinguished, however the test was ended because there was no longer ignition.",,
Gypsum_Wallboard,Gypsum_Wallboard_Cone_HF50Scalar_220511_R2.csv,FSRI,Standard_Gypsum_50_2,Dow,Standard Gypsum,Horizontal,50,0.009999999776,0.04185835272,-566,76.51999664,0.25,11,11,8,1,724,45.5,244,61,1,Dimensions: 100.67 x 102.50 x 12.75 mm,"The gypsum paper continued to have a glowing orange color after the flame self-extinguished, however the test was ended because there was no longer ignition.",,
Gypsum_Wallboard,Gypsum_Wallboard_Cone_HF50Scalar_220511_R3.csv,FSRI,Standard_Gypsum_50_3,Dow,Standard Gypsum,Horizontal,50,0.009999999776,0.04185835272,-566,76.88999939,0.25,11,11,8,1,686,33,206,51.5,1,Dimensions: 102.17 x 103.02 x 12.72 mm,,,"The gypsum paper continued to have a glowing orange color after the flame self-extinguished, however the test was ended because there was no longer ignition."
Gypsum_Wallboard,Gypsum_Wallboard_Cone_HF75Scalar_220511_R1.csv,FSRI,Standard_Gypsum_75_1,Dow,Standard Gypsum,Horizontal,75,0.009999999776,0.04185835272,-566,76.20999908,0.25,11,11,8,1,613,18.5,133,33.25,1,Dimensions: 103.45 x 102.76 x 12.74 mm,"The gypsum paper continued to have a glowing orange color after the flame self-extinguished, however the test was ended because there was no longer ignition.",,
Gypsum_Wallboard,Gypsum_Wallboard_Cone_HF75Scalar_220511_R2.csv,FSRI,Standard_Gypsum_75_2,Dow,Standard Gypsum,Horizontal,75,0.009999999776,0.04185835272,-566,77.93000031,0.25,11,11,8,1,625,17,145,36.25,1,Dimensions: 103.76 x 103.00 x 12.67 mm,"The gypsum paper continued to have a glowing orange color after the flame self-extinguished, however the test was ended because there was no longer ignition.",,
