Chromium(III) Bromide,4.25,N/A,0.35,1.2,18,N/A,N/A,Non,0,0,0,812,0,0,
Chromium(III) Iodide,5.15,N/A,0.25,1,22,N/A,N/A,Non,0,0,0,600,0,0,
Nickel(II) Chloride,3.55,1001,0.45,2.5,13,N/A,N/A,Non,0,0,0,1001,0,0,
Nickel(II) Bromide,5.1,963,0.35,2,15,N/A,N/A,Non,0,0,0,963,0,0,
Nickel(II) Iodide,5.83,797,0.25,1.8,18,N/A,N/A,Non,0,0,0,797,0,0,
Cobalt(II) Chloride,3.36,724,0.55,2.2,12,N/A,N/A,Non,0,0,0,724,0,0,
Cobalt(II) Bromide,4.9,678,0.45,1.8,14,N/A,N/A,Non,0,0,0,678,0,0,
Cobalt(II) Iodide,5.68,515,0.35,1.5,16,N/A,N/A,Non,0,0,0,515,0,0,
Iron(II) Chloride,3.16,677,0.55,2.5,12,N/A,N/A,Non,0,0,0,677,0,0,
Iron(III) Chloride,2.9,306,0.65,0.5,45,N/A,N/A,Non,0,0,0,306,0,0,
Iron(II) Bromide,4.64,684,0.45,2,14,N/A,N/A,Non,0,0,0,684,0,0,
Iron(II) Iodide,5.33,592,0.35,1.5,18,N/A,N/A,Non,0,0,0,592,0,0,
Copper(I) Chloride,4.14,430,0.45,2.5,15,N/A,N/A,Non,0,0,0,430,0,0,
Copper(II) Chloride,3.39,498,0.55,1.5,18,N/A,N/A,Non,0,0,0,498,0,0,
Copper(I) Bromide,4.72,492,0.35,2,16,N/A,N/A,Non,0,0,0,492,0,0,
Copper(II) Bromide,4.77,498,0.35,1.8,20,N/A,N/A,Non,0,0,0,498,0,0,
Copper(I) Iodide,5.67,606,0.25,1.2,22,N/A,N/A,Non,0,0,0,606,0,0,
Zinc Chloride,2.91,290,0.65,1.5,35,N/A,N/A,Non,0,0,0,290,0,0,
Zinc Bromide,4.2,394,0.45,1.2,38,N/A,N/A,Non,0,0,0,394,0,0,
Zinc Iodide,4.74,446,0.35,1,42,N/A,N/A,Non,0,0,0,446,0,0,
Cadmium Chloride,4.05,568,0.35,1.2,30,N/A,N/A,Non,0,0,0,568,0,0,
Cadmium Bromide,5.19,568,0.25,1,32,N/A,N/A,Non,0,0,0,568,0,0,
Cadmium Iodide,5.67,387,0.2,0.8,38,N/A,N/A,Non,0,0,0,387,0,0,
Silver Nitrate,4.35,212,0.35,0.5,50,N/A,N/A,Non,0,0,0,444,0,0,
Potassium Nitrate,2.11,334,0.95,0.5,30,N/A,N/A,Non,0,0,0,400,0,0,
Sodium Nitrate,2.26,308,1.1,0.5,35,N/A,N/A,Non,0,0,0,380,0,0,
Barium Nitrate,3.24,592,0.45,0.8,18,N/A,N/A,Non,0,0,0,592,0,0,
Strontium Nitrate,2.99,570,0.55,0.9,22,N/A,N/A,Non,0,0,0,570,0,0,
Calcium Nitrate,2.5,561,0.75,1,25,N/A,N/A,Non,0,0,0,561,0,0,
Magnesium Nitrate,2.3,N/A,0.95,0.8,28,N/A,N/A,Non,0,0,0,330,0,0,
Lithium Nitrate,2.38,264,1.4,0.6,45,N/A,N/A,Non,0,0,0,600,0,0,
Sodium Carbonate,2.54,851,1.05,0.5,25,N/A,N/A,Non,0,0,0,851,0,0,
Potassium Carbonate,2.43,891,0.9,0.4,28,N/A,N/A,Non,0,0,0,891,0,0,
Lithium Carbonate,2.11,723,1.35,0.6,35,N/A,N/A,Non,0,0,0,723,0,0,
Calcium Carbonate (Calcite),2.71,N/A,0.85,2,12,N/A,N/A,Non,0,0,0,825,0,0,
Calcium Carbonate (Aragonite),2.93,N/A,0.8,2.2,10,N/A,N/A,Non,0,0,0,825,0,0,
Magnesium Carbonate (Magnesite),2.96,N/A,1.05,3.5,15,N/A,N/A,Non,0,0,0,350,0,0,
Barium Carbonate,4.29,N/A,0.45,1.5,18,N/A,N/A,Non,0,0,0,811,0,0,
Strontium Carbonate,3.7,N/A,0.55,1.8,20,N/A,N/A,Non,0,0,0,1497,0,0,
Lead Carbonate,6.6,N/A,0.25,1.2,25,N/A,N/A,Non,0,0,0,315,0,0,
Iron(II) Carbonate (Siderite),3.96,N/A,0.65,2.5,12,N/A,N/A,Non,0,0,0,490,0,0,
Zinc Carbonate (Smithsonite),4.4,N/A,0.55,2.8,14,N/A,N/A,Non,0,0,0,300,0,0,
Copper(II) Carbonate (Basic),4,N/A,0.5,1.5,16,N/A,N/A,Non,0,0,0,200,0,0,
Nickel(II) Carbonate,4.39,N/A,0.45,1.2,18,N/A,N/A,Non,0,0,0,200,0,0,
Cobalt(II) Carbonate,4.13,N/A,0.45,1,20,N/A,N/A,Non,0,0,0,200,0,0,
Manganese(II) Carbonate,3.12,N/A,0.65,1.8,22,N/A,N/A,Non,0,0,0,300,0,0,
Silver Carbonate,6.08,N/A,0.25,0.8,35,N/A,N/A,Non,0,0,0,210,0,0,
Lanthanum Carbonate,2.6,N/A,0.45,1.5,15,N/A,N/A,Non,0,0,0,400,0,0,
Cerium(III) Carbonate,2.5,N/A,0.45,1.2,18,N/A,N/A,Non,0,0,0,450,0,0,
Hafnium Carbide,12.2,3900,0.13,20,6.2,N/A,N/A,Non,0,0,0,3900,0,0,
Tantalum Hafnium Carbide,12.5,3990,0.14,22,6.3,N/A,N/A,Non,0,0,0,3990,0,0,
Rhenium-Molybdenum (50/50),13.7,2550,0.2,85,5.8,N/A,N/A,Non,0,0,0,2550,0,0,
Iridium-Rhodium (60/40),18.5,2250,0.18,120,7,N/A,N/A,Non,0,0,0,2250,0,0,
Niobium-Titanium (Superconductor),6.02,1870,0.45,15,8.5,N/A,N/A,Non,0,0,0,1870,0,0,
Tungsten-Copper (80/20),15.6,1083,0.16,210,8,N/A,N/A,Non,0,0,0,3410,0,0,
Silicon Carbide (Recrystallized),2.7,2730,0.85,35,4.8,N/A,N/A,Non,0,0,0,2730,0,0,
Boron Nitride (Hot Pressed),1.9,2973,0.8,30,1,N/A,N/A,Non,0,0,0,2973,0,0,
Aluminum Oxide (Single Crystal),3.98,2040,0.75,35,8.1,N/A,N/A,Non,0,0,0,2040,0,0,
Magnesium Oxide (Single Crystal),3.58,2850,0.95,45,13,N/A,N/A,Non,0,0,0,2850,0,0,
Yttrium Oxide (Y2O3),5.01,2430,0.45,13,8.1,N/A,N/A,Non,0,0,0,2430,0,0,
Gadolinium Oxide (Gd2O3),7.41,2420,0.35,10,10.2,N/A,N/A,Non,0,0,0,2420,0,0,
Erbium Oxide (Er2O3),8.64,2340,0.3,11,9.5,N/A,N/A,Non,0,0,0,2340,0,0,
Dysprosium Oxide (Dy2O3),7.81,2410,0.32,10,9,N/A,N/A,Non,0,0,0,2410,0,0,
Holmium Oxide (Ho2O3),8.41,2415,0.3,11,9.2,N/A,N/A,Non,0,0,0,2415,0,0,
Ytterbium Oxide (Yb2O3),9.17,2435,0.25,12,8.5,N/A,N/A,Non,0,0,0,2435,0,0,
Thorium Dioxide (ThO2),10,3300,0.24,14,9.1,N/A,N/A,Non,0,0,0,3300,0,0,
Uranium Dioxide (UO2),10.97,2865,0.24,8.5,10,N/A,N/A,Non,0,0,0,2865,0,0,
Plutonium Dioxide (PuO2),11.46,2390,0.25,6,11,N/A,N/A,Non,0,0,0,2390,0,0,
Beryllium Oxide (BeO),3.01,2575,1.02,250,8,N/A,N/A,Non,0,0,0,2575,0,0,
Strontium Oxide (SrO),4.7,2530,0.45,15,13.5,N/A,N/A,Non,0,0,0,2530,0,0,
Barium Oxide (BaO),5.72,1920,0.35,12,14,N/A,N/A,Non,0,0,0,1920,0,0,
Nickel Oxide (NiO),6.67,1955,0.52,10,12.5,N/A,N/A,Non,0,0,0,1955,0,0,
Cobalt Oxide (CoO),6.44,1935,0.55,9,12,N/A,N/A,Non,0,0,0,1935,0,0,
Chromium Oxide (Cr2O3),5.22,2435,0.68,12,7.5,N/A,N/A,Non,0,0,0,2435,0,0,
Manganese Oxide (MnO),5.37,1650,0.65,8,13,N/A,N/A,Non,0,0,0,1650,0,0,
Iron Oxide (Fe2O3),5.24,1565,0.65,7,12.5,N/A,N/A,Non,0,0,0,1565,0,0,
Iron Oxide (Fe3O4),5.17,1595,0.6,6,12,N/A,N/A,Non,0,0,0,1595,0,0,
Copper Oxide (CuO),6.31,1325,0.55,15,11,N/A,N/A,Non,0,0,0,1325,0,0,
Zinc Oxide (ZnO),5.61,1975,0.5,54,4,N/A,N/A,Non,0,0,0,1975,0,0,
Titanium Dioxide (Rutile),4.23,1843,0.71,11,8.5,N/A,N/A,Non,0,0,0,1843,0,0,
Titanium Dioxide (Anatase),3.89,1830,0.7,10,9,N/A,N/A,Non,0,0,0,1830,0,0,
Zirconium Oxide (Cubic),5.68,2715,0.45,2.2,10.5,N/A,N/A,Non,0,0,0,2715,0,0,
Hafnium Oxide (Monoclinic),9.68,2758,0.13,1.5,5.8,N/A,N/A,Non,0,0,0,2758,0,0,
Tin Oxide (SnO2),6.95,1630,0.35,35,4,N/A,N/A,Non,0,0,0,1630,0,0,
Silicon Dioxide (Cristobalite),2.33,1713,0.75,1.5,10,N/A,N/A,Non,0,0,0,1713,0,0,
Silicon Dioxide (Tridymite),2.26,1670,0.75,1.4,12,N/A,N/A,Non,0,0,0,1670,0,0,
Aluminum Silicate (Kyanite),3.6,1850,0.8,1.8,5.5,N/A,N/A,Non,0,0,0,1850,0,0,
Aluminum Silicate (Sillimanite),3.24,1850,0.8,2,5,N/A,N/A,Non,0,0,0,1850,0,0,
Aluminum Silicate (Andalusite),3.15,1850,0.8,2.1,5.2,N/A,N/A,Non,0,0,0,1850,0,0,
Zirconium Silicate (Zircon),4.65,2550,0.55,5.1,4.5,N/A,N/A,Non,0,0,0,2550,0,0,
Magnesium Silicate (Forsterite),3.27,1890,0.85,3.5,11,N/A,N/A,Non,0,0,0,1890,0,0,
Magnesium Silicate (Enstatite),3.2,1557,0.85,3,9.5,N/A,N/A,Non,0,0,0,1557,0,0,
Calcium Silicate (Wollastonite),2.91,1540,0.9,2.5,9.4,N/A,N/A,Non,0,0,0,1540,0,0,
Barium Silicate (BaSiO3),4.4,1604,0.35,1.5,13,N/A,N/A,Non,0,0,0,1604,0,0,
Strontium Silicate (SrSiO3),3.65,1580,0.45,1.8,12.5,N/A,N/A,Non,0,0,0,1580,0,0,
Lithium Silicate (Li2SiO3),2.52,1201,1.15,1.2,11,N/A,N/A,Non,0,0,0,1201,0,0,
Lithium Alumino Silicate (Spodumene),2.64,1423,1.1,1.5,1,N/A,N/A,Non,0,0,0,1423,0,0,
Lithium Alumino Silicate (Petalite),2.42,1350,1.1,1.4,0.5,N/A,N/A,Non,0,0,0,1350,0,0,
Sodium Alumino Silicate (Albite),2.62,1118,0.85,1.6,9,N/A,N/A,Non,0,0,0,1118,0,0,
Potassium Alumino Silicate (Orthoclase),2.56,1200,0.8,1.5,8.5,N/A,N/A,Non,0,0,0,1200,0,0,
Calcium Alumino Silicate (Anorthite),2.73,1550,0.85,1.8,4.5,N/A,N/A,Non,0,0,0,1550,0,0,
Magnesium Alumino Silicate (Cordierite),2.51,1460,0.85,3,1.5,N/A,N/A,Non,0,0,0,1460,0,0,
Zinc Alumino Silicate (Gahnite),4.6,1930,0.55,10,7.5,N/A,N/A,Non,0,0,0,1930,0,0,
Nickel Alumino Silicate,5.2,1850,0.5,8,8.5,N/A,N/A,Non,0,0,0,1850,0,0,
Cobalt Alumino Silicate,5.1,1800,0.5,7,8.2,N/A,N/A,Non,0,0,0,1800,0,0,
Manganese Alumino Silicate (Spessartine),4.19,1200,0.65,5,8,N/A,N/A,Non,0,0,0,1200,0,0,
Iron Alumino Silicate (Almandine),4.31,1315,0.6,6,8.5,N/A,N/A,Non,0,0,0,1315,0,0,
Calcium Aluminate (CaAl2O4),2.98,1600,0.85,2,7.5,N/A,N/A,Non,0,0,0,1600,0,0,
Calcium Aluminate (CaAl4O7),2.91,1762,0.85,2.2,6.5,N/A,N/A,Non,0,0,0,1762,0,0,
Strontium Aluminate (SrAl2O4),3.55,2000,0.45,2.5,9,N/A,N/A,Non,0,0,0,2000,0,0,
Barium Aluminate (BaAl2O4),4,1815,0.35,2,10,N/A,N/A,Non,0,0,0,1815,0,0,
Magnesium Ferrite (MgFe2O4),4.51,1750,0.75,4.5,12,N/A,N/A,Non,0,0,0,1750,0,0,
Nickel Ferrite (NiFe2O4),5.38,1660,0.55,4,11.5,N/A,N/A,Non,0,0,0,1660,0,0,
Zinc Ferrite (ZnFe2O4),5.33,1590,0.5,3.5,10.5,N/A,N/A,Non,0,0,0,1590,0,0,
Cobalt Ferrite (CoFe2O4),5.29,1575,0.52,3.8,11,N/A,N/A,Non,0,0,0,1575,0,0,
Manganese Ferrite (MnFe2O4),5,1560,0.58,3.2,12.5,N/A,N/A,Non,0,0,0,1560,0,0,
Copper Ferrite (CuFe2O4),5.4,1450,0.5,3,11.5,N/A,N/A,Non,0,0,0,1450,0,0,
Lithium Ferrite (Li0.5Fe2.5O4),4.75,1520,0.85,4.2,13,N/A,N/A,Non,0,0,0,1520,0,0,
Yttrium Iron Garnet (YIG),5.17,1550,0.55,6,10.2,N/A,N/A,Non,0,0,0,1550,0,0,
Gadolinium Iron Garnet (GdIG),6.45,1530,0.45,5.5,10.5,N/A,N/A,Non,0,0,0,1530,0,0,
Samarium Iron Garnet (SmIG),6.2,1520,0.4,5.2,10,N/A,N/A,Non,0,0,0,1520,0,0,
Dysprosium Iron Garnet (DyIG),6.6,1510,0.38,5,10.3,N/A,N/A,Non,0,0,0,1510,0,0,
Holmium Iron Garnet (HoIG),6.75,1515,0.35,5.1,10.4,N/A,N/A,Non,0,0,0,1515,0,0,
Erbium Iron Garnet (ErIG),6.85,1525,0.32,5.3,10.1,N/A,N/A,Non,0,0,0,1525,0,0,
Ytterbium Iron Garnet (YbIG),7.1,1535,0.3,5.5,9.8,N/A,N/A,Non,0,0,0,1535,0,0,
Lutetium Iron Garnet (LuIG),7.25,1545,0.28,5.6,9.5,N/A,N/A,Non,0,0,0,1545,0,0,
Lanthanum Chromite (LaCrO3),6.5,2490,0.55,4.5,9.5,N/A,N/A,Non,0,0,0,2490,0,0,
Strontium Chromite (SrCrO4),3.9,1200,0.45,2.5,12.5,N/A,N/A,Non,0,0,0,1200,0,0,
Barium Chromite (BaCrO4),4.5,1400,0.35,2,13.5,N/A,N/A,Non,0,0,0,1400,0,0,
Lead Chromite (PbCrO4),6.12,844,0.3,1.5,15,N/A,N/A,Non,0,0,0,844,0,0,
Calcium Titanate (CaTiO3),4.04,1970,0.85,3,11.5,N/A,N/A,Non,0,0,0,1970,0,0,
Strontium Titanate (SrTiO3),5.11,2080,0.55,11,9.4,N/A,N/A,Non,0,0,0,2080,0,0,
Barium Titanate (BaTiO3),6.02,1625,0.45,3,11,N/A,N/A,Non,0,0,0,1625,0,0,
Lead Titanate (PbTiO3),7.52,1281,0.35,2.5,12.5,N/A,N/A,Non,0,0,0,1281,0,0,
Magnesium Titanate (MgTiO3),3.89,1650,0.9,4.5,9,N/A,N/A,Non,0,0,0,1650,0,0,
Nickel Titanate (NiTiO3),5.15,1600,0.55,4,10,N/A,N/A,Non,0,0,0,1600,0,0,
Cobalt Titanate (CoTiO3),5.05,1550,0.55,3.8,10.5,N/A,N/A,Non,0,0,0,1550,0,0,
Manganese Titanate (MnTiO3),4.55,1400,0.6,3.5,11.5,N/A,N/A,Non,0,0,0,1400,0,0,
Iron Titanate (FeTiO3),4.72,1365,0.6,3.2,12,N/A,N/A,Non,0,0,0,1365,0,0,
Copper Titanate (CuTiO3),5.25,1250,0.5,3,11,N/A,N/A,Non,0,0,0,1250,0,0,
Zinc Titanate (ZnTiO3),5.15,1300,0.5,3.5,9.5,N/A,N/A,Non,0,0,0,1300,0,0,
Calcium Zirconate (CaZrO3),4.78,2350,0.65,2.5,9.5,N/A,N/A,Non,0,0,0,2350,0,0,
Strontium Zirconate (SrZrO3),5.45,2650,0.45,2.8,8.5,N/A,N/A,Non,0,0,0,2650,0,0,
Barium Zirconate (BaZrO3),6.21,2620,0.35,2.2,7.5,N/A,N/A,Non,0,0,0,2620,0,0,
Lead Zirconate (PbZrO3),8.25,1570,0.3,2,9,N/A,N/A,Non,0,0,0,1570,0,0,
Magnesium Zirconate (MgZrO3),4.25,2150,0.75,3.5,10,N/A,N/A,Non,0,0,0,2150,0,0,
Lanthanum Zirconate (La2Zr2O7),6.05,2300,0.45,1.5,9,N/A,N/A,Non,0,0,0,2300,0,0,
Gadolinium Zirconate (Gd2Zr2O7),7,2400,0.35,1.6,10,N/A,N/A,Non,0,0,0,2400,0,0,
Neodymium Zirconate (Nd2Zr2O7),6.25,2350,0.4,1.4,9.5,N/A,N/A,Non,0,0,0,2350,0,0,
Samarium Zirconate (Sm2Zr2O7),6.85,2450,0.35,1.7,10.5,N/A,N/A,Non,0,0,0,2450,0,0,
Barium Hafnate (BaHfO3),7.65,2800,0.25,2,7,N/A,N/A,Non,0,0,0,2800,0,0,
Strontium Hafnate (SrHfO3),6.85,2850,0.3,2.2,8,N/A,N/A,Non,0,0,0,2850,0,0,
Calcium Hafnate (CaHfO3),5.75,2600,0.45,2.1,8.5,N/A,N/A,Non,0,0,0,2600,0,0,
Lead Hafnate (PbHfO3),9.5,1650,0.2,1.8,9.5,N/A,N/A,Non,0,0,0,1650,0,0,
Lanthanum Hafnate (La2Hf2O7),7.85,2450,0.35,1.4,8.5,N/A,N/A,Non,0,0,0,2450,0,0,
Gadolinium Hafnate (Gd2Hf2O7),8.75,2550,0.25,1.5,9.5,N/A,N/A,Non,0,0,0,2550,0,0,
Barium Stannate (BaSnO3),7.25,2000,0.25,2.5,8,N/A,N/A,Non,0,0,0,2000,0,0,
Strontium Stannate (SrSnO3),6.5,2050,0.3,2.8,9,N/A,N/A,Non,0,0,0,2050,0,0,
Calcium Stannate (CaSnO3),5.45,1950,0.45,2.6,9.5,N/A,N/A,Non,0,0,0,1950,0,0,
Lead Stannate (PbSnO3),8.95,1200,0.2,2,11,N/A,N/A,Non,0,0,0,1200,0,0,
Magnesium Stannate (MgSnO3),4.85,1850,0.75,3.5,10,N/A,N/A,Non,0,0,0,1850,0,0,
Nickel Stannate (NiSnO3),6.85,1750,0.45,3,11,N/A,N/A,Non,0,0,0,1750,0,0,
Cobalt Stannate (CoSnO3),6.75,1700,0.45,2.8,11.5,N/A,N/A,Non,0,0,0,1700,0,0,
Manganese Stannate (MnSnO3),6.25,1600,0.5,2.5,12.5,N/A,N/A,Non,0,0,0,1600,0,0,
Iron Stannate (FeSnO3),6.45,1550,0.5,2.4,12,N/A,N/A,Non,0,0,0,1550,0,0,
Zinc Stannate (ZnSnO3),6.4,1300,0.45,2.8,10.5,N/A,N/A,Non,0,0,0,1300,0,0,
Calcium Silicide (CaSi2),2.5,1030,0.85,15,12,N/A,N/A,Non,0,0,0,1030,0,0,
Magnesium Silicide (Mg2Si),1.99,1085,1.05,12,14.5,N/A,N/A,Non,0,0,0,1085,0,0,
Aluminum Silicide (Al-12Si),2.65,577,0.96,160,20,N/A,N/A,Non,0,0,0,577,0,0,
Copper Silicide (Cu3Si),7.35,859,0.38,45,18,N/A,N/A,Non,0,0,0,859,0,0,
Nickel Silicide (Ni2Si),7.4,1287,0.44,25,14.5,N/A,N/A,Non,0,0,0,1287,0,0,
Cobalt Silicide (CoSi2),4.95,1326,0.52,20,11.5,N/A,N/A,Non,0,0,0,1326,0,0,
Iron Silicide (FeSi2),4.75,1220,0.55,15,12.5,N/A,N/A,Non,0,0,0,1220,0,0,
Manganese Silicide (MnSi),5.9,1275,0.48,10,14.5,N/A,N/A,Non,0,0,0,1275,0,0,
Titanium Silicide (Ti5Si3),4.32,2130,0.55,22,9.5,N/A,N/A,Non,0,0,0,2130,0,0,
Zirconium Silicide (ZrSi2),4.88,1620,0.35,18,8.5,N/A,N/A,Non,0,0,0,1620,0,0,
Hafnium Silicide (HfSi2),8.02,2100,0.2,15,7.5,N/A,N/A,Non,0,0,0,2100,0,0,
Vanadium Silicide (V3Si),5.65,1935,0.49,18,9.2,N/A,N/A,Non,0,0,0,1935,0,0,
Niobium Silicide (Nb5Si3),7.15,2484,0.32,15,8.2,N/A,N/A,Non,0,0,0,2484,0,0,
Tantalum Silicide (Ta5Si3),14.5,2500,0.18,12,7.5,N/A,N/A,Non,0,0,0,2500,0,0,
Chromium Silicide (Cr3Si),6.45,1770,0.45,20,10.5,N/A,N/A,Non,0,0,0,1770,0,0,
Molybdenum Silicide (Mo3Si),8.95,2020,0.28,35,8.8,N/A,N/A,Non,0,0,0,2020,0,0,
Tungsten Silicide (W5Si3),14.5,2324,0.18,30,7.2,N/A,N/A,Non,0,0,0,2324,0,0,
Lanthanum Hexaboride (Polycryst),4.72,2210,0.6,45,6.4,N/A,N/A,Non,0,0,0,2210,0,0,
Cerium Hexaboride (CeB6),4.8,2190,0.6,42,6.8,N/A,N/A,Non,0,0,0,2190,0,0,
Praseodymium Hexaboride (PrB6),4.85,2205,0.58,40,7,N/A,N/A,Non,0,0,0,2205,0,0,
Neodymium Hexaboride (NdB6),4.92,2215,0.55,38,7.2,N/A,N/A,Non,0,0,0,2215,0,0,
Samarium Hexaboride (SmB6),5.05,2230,0.52,35,7.5,N/A,N/A,Non,0,0,0,2230,0,0,
Europium Hexaboride (EuB6),4.95,2240,0.5,32,7.8,N/A,N/A,Non,0,0,0,2240,0,0,
Gadolinium Hexaboride (GdB6),5.25,2250,0.48,30,8,N/A,N/A,Non,0,0,0,2250,0,0,
Terbium Hexaboride (TbB6),5.45,2265,0.45,28,8.2,N/A,N/A,Non,0,0,0,2265,0,0,
Dysprosium Hexaboride (DyB6),5.65,2280,0.42,26,8.5,N/A,N/A,Non,0,0,0,2280,0,0,
Holmium Hexaboride (HoB6),5.85,2295,0.4,25,8.8,N/A,N/A,Non,0,0,0,2295,0,0,
Erbium Hexaboride (ErB6),6.05,2310,0.38,24,9,N/A,N/A,Non,0,0,0,2310,0,0,
Thulium Hexaboride (TmB6),6.25,2325,0.35,23,9.2,N/A,N/A,Non,0,0,0,2325,0,0,
Ytterbium Hexaboride (YbB6),6.45,2340,0.32,22,9.5,N/A,N/A,Non,0,0,0,2340,0,0,
Lutetium Hexaboride (LuB6),6.65,2355,0.3,21,9.8,N/A,N/A,Non,0,0,0,2355,0,0,
Yttrium Hexaboride (YB6),3.65,2300,0.75,30,6.5,N/A,N/A,Non,0,0,0,2300,0,0,
Scandium Hexaboride (ScB6),2.85,2250,0.95,35,5.5,N/A,N/A,Non,0,0,0,2250,0,0,
Calcium Hexaboride (CaB6),2.45,2235,1.05,25,6.2,N/A,N/A,Non,0,0,0,2235,0,0,
Strontium Hexaboride (SrB6),3.45,2245,0.65,22,7.5,N/A,N/A,Non,0,0,0,2245,0,0,
Barium Hexaboride (BaB6),4.35,2260,0.45,20,8.5,N/A,N/A,Non,0,0,0,2260,0,0,
Aluminum Diboride (AlB2),3.19,1655,1.2,55,7,N/A,N/A,Non,0,0,0,1655,0,0,
Magnesium Diboride (MgB2),2.55,830,1.1,40,9,N/A,N/A,Non,0,0,0,830,0,0,
Chromium Diboride (CrB2),5.2,2200,0.55,30,10,N/A,N/A,Non,0,0,0,2200,0,0,
Molybdenum Diboride (MoB2),7.12,2280,0.35,25,8.2,N/A,N/A,Non,0,0,0,2280,0,0,
Tungsten Diboride (WB2),10.8,2365,0.22,22,7.5,N/A,N/A,Non,0,0,0,2365,0,0,
Vanadium Diboride (VB2),5.1,2400,0.65,35,9.5,N/A,N/A,Non,0,0,0,2400,0,0,
Niobium Diboride (NbB2),6.97,3000,0.38,20,8.2,N/A,N/A,Non,0,0,0,3000,0,0,
Tantalum Diboride (TaB2),11.9,3200,0.25,18,7.5,N/A,N/A,Non,0,0,0,3200,0,0,
Manganese Diboride (MnB2),5.35,1450,0.65,15,12.5,N/A,N/A,Non,0,0,0,1450,0,0,
Iron Diboride (FeB2),5.15,1420,0.6,12,12,N/A,N/A,Non,0,0,0,1420,0,0,
Nickel Diboride (NiB2),7.15,1350,0.52,18,13.5,N/A,N/A,Non,0,0,0,1350,0,0,
Cobalt Diboride (CoB2),7.05,1300,0.52,15,13,N/A,N/A,Non,0,0,0,1300,0,0,
Silver Bromide,6.47,432,0.25,1.1,35,N/A,N/A,Non,0,0,0,432,0,0,
Silver Chloride,5.56,455,0.35,1.2,30,N/A,N/A,Non,0,0,0,455,0,0,
Silver Iodide,5.67,558,0.25,1,20,N/A,N/A,Non,0,0,0,558,0,0,
Lead Bromide,6.66,373,0.15,0.8,32,N/A,N/A,Non,0,0,0,373,0,0,
Lead Chloride,5.85,501,0.2,1,30,N/A,N/A,Non,0,0,0,501,0,0,
Lead Iodide,6.16,402,0.15,0.7,28,N/A,N/A,Non,0,0,0,402,0,0,
Mercury(I) Chloride,7.15,523,0.15,1,45,N/A,N/A,Non,0,0,0,523,0,0,
Mercury(II) Chloride,5.44,277,0.18,0.8,50,N/A,N/A,Non,0,0,0,277,0,0,
Mercury(II) Iodide (Red),6.36,259,0.15,0.6,55,N/A,N/A,Non,0,0,0,259,0,0,
Thallium(I) Bromide,7.55,460,0.15,0.9,45,N/A,N/A,Non,0,0,0,460,0,0,
Thallium(I) Chloride,7,430,0.2,1,50,N/A,N/A,Non,0,0,0,430,0,0,
Thallium(I) Iodide,7.1,440,0.15,0.8,55,N/A,N/A,Non,0,0,0,440,0,0,
Bismuth Oxychloride,7.72,N/A,0.15,1.5,15,N/A,N/A,Non,0,0,0,700,0,0,
Antimony Oxychloride,5.18,N/A,0.35,1.2,18,N/A,N/A,Non,0,0,0,170,0,0,
Cesium Bromide,4.44,636,0.2,1,45,N/A,N/A,Non,0,0,0,636,0,0,
Cesium Chloride,3.99,645,0.25,1.1,48,N/A,N/A,Non,0,0,0,645,0,0,
Cesium Iodide,4.51,626,0.2,0.9,50,N/A,N/A,Non,0,0,0,626,0,0,
Rubidium Bromide,3.35,693,0.3,1.2,35,N/A,N/A,Non,0,0,0,693,0,0,
Rubidium Chloride,2.8,718,0.45,1.5,38,N/A,N/A,Non,0,0,0,718,0,0,
Rubidium Iodide,3.55,647,0.3,1,42,N/A,N/A,Non,0,0,0,647,0,0,
Potassium Bromide,2.75,734,0.45,4.8,38,N/A,N/A,Non,0,0,0,734,0,0,
Potassium Chloride,1.98,770,0.65,6.5,35,N/A,N/A,Non,0,0,0,770,0,0,
Potassium Iodide,3.12,681,0.35,2.5,42,N/A,N/A,Non,0,0,0,681,0,0,
Sodium Bromide,3.21,747,0.5,1.8,42,N/A,N/A,Non,0,0,0,747,0,0,
Sodium Chloride,2.16,801,0.85,6.5,40,N/A,N/A,Non,0,0,0,801,0,0,
Sodium Iodide,3.67,661,0.35,1.5,48,N/A,N/A,Non,0,0,0,661,0,0,
Lithium Bromide,3.46,550,0.65,1.2,50,N/A,N/A,Non,0,0,0,550,0,0,
Lithium Chloride,2.07,605,1.15,1.5,45,N/A,N/A,Non,0,0,0,605,0,0,
Lithium Iodide,4.08,449,0.5,1,60,N/A,N/A,Non,0,0,0,449,0,0,
Barium Bromide,4.78,857,0.3,1,25,N/A,N/A,Non,0,0,0,857,0,0,
Barium Chloride,3.86,962,0.35,1.2,28,N/A,N/A,Non,0,0,0,962,0,0,
Barium Iodide,5.15,711,0.25,0.9,32,N/A,N/A,Non,0,0,0,711,0,0,
Strontium Bromide,4.22,643,0.35,1.2,28,N/A,N/A,Non,0,0,0,643,0,0,
Strontium Chloride,3.05,874,0.55,1.5,30,N/A,N/A,Non,0,0,0,874,0,0,
Strontium Iodide,4.55,515,0.3,1,35,N/A,N/A,Non,0,0,0,515,0,0,
Calcium Bromide,3.35,730,0.45,1.5,22,N/A,N/A,Non,0,0,0,730,0,0,
Calcium Chloride,2.15,772,0.65,2,25,N/A,N/A,Non,0,0,0,772,0,0,
